name,artist,file name,half combo,full combo
solo skill,solo max score
5 solo point rank
combo,score,type,bar,pos
5 dual point rank
combo,combo,score,type,type,bar,pos,bar,pos

长腿叔叔,袁娅维,crescent\crescent_401285.xml.bytes,536,1267
fire,1850585
757,86.64,SLIP,44,0
750,83.04,LIGHT,43,0
751,82.56,LIGHT,43,2
752,82.08,LIGHT,43,4
753,81.6,SHORT,43,16
fire,2191108
136,757,163.68,SHORT,SLIP,14,24,44,0
137,757,162.48,SHORT,SLIP,14,32,44,0
757,1000,162,SLIP,SHORT,44,0,51,24
267,757,161.76,SLIP,SLIP,19,0,44,0
138,757,161.28,SHORT,SLIP,14,40,44,0

回望,任然,crescent\crescent_402084.xml.bytes,714,1431
fire,2061051
856,112.08,SLIP,43,0
196,109.68,SLIP,14,0
295,103.68,SLIP,17,0
261,102,SHORT,15,48
262,102,SLIP,16,0
fire,2545840
196,856,221.76,SLIP,SLIP,14,0,43,0
295,856,215.76,SLIP,SLIP,17,0,43,0
261,856,214.08,SHORT,SLIP,15,48,43,0
262,856,214.08,SLIP,SLIP,16,0,43,0
228,856,211.44,SHORT,SLIP,14,48,43,0

24小时也不够,宣美,crescent\crescent_402091.xml.bytes,930,1709
fire,2295619
356,95.28,SLIP,21,0
322,90.72,SLIP,20,0
458,89.76,SLIP,23,32
389,89.52,SLIP,21,48
1114,89.16,SHORT,53,24
fire,2689712
356,1114,184.44,SLIP,SHORT,21,0,53,24
322,1114,179.88,SLIP,SHORT,20,0,53,24
458,1114,178.92,SLIP,SHORT,23,32,53,24
389,1114,178.68,SLIP,SHORT,21,48,53,24
437,1114,175.56,SHORT,SHORT,22,38,53,24

Power of love,Beverly,crescent\crescent_402028.xml.bytes,599,1350
fire,2192902
1044,91.44,SHORT,71,16
1045,90.24,SHORT,71,24
1046,89.04,SHORT,71,32
1047,87.84,SHORT,71,40
1048,86.64,SHORT,71,48
fire,2530240
760,1044,167.76,SHORT,SHORT,54,56,71,16
766,1044,167.04,SHORT,SHORT,55,24,71,16
767,1044,167.04,SHORT,SHORT,55,32,71,16
761,1044,166.56,LIGHT,SHORT,55,0,71,16
765,1044,166.32,SHORT,SHORT,55,16,71,16

Dally,孝琳/GRAY,crescent\crescent_401989.xml.bytes,814,1714
fire,2424020
1020,83.76,SHORT,61,24
1021,82.56,SLIP,61,32
1303,82.32,SLIP,71,16
981,80.88,SHORT,59,16
982,79.68,LIGHT,59,32
fire,2787882
1020,1303,166.08,SHORT,SLIP,61,24,71,16
1021,1303,164.88,SLIP,SLIP,61,32,71,16
981,1303,163.2,SHORT,SLIP,59,16,71,16
626,1020,163.08,SLIP,SHORT,39,16,61,24
982,1303,162,LIGHT,SLIP,59,32,71,16

JAM JAM,IU,crescent\crescent_402110.xml.bytes,678,1161
fire,1662366
752,66.48,SLIP,51,0
978,66,LIGHT,62,32
999,65.76,LIGHT,63,32
981,65.76,SLIP,62,48
1002,65.52,SHORT,63,48
fire,1954089
752,978,132.48,SLIP,LIGHT,51,0,62,32
772,978,126.96,LIGHT,LIGHT,52,48,62,32
768,978,126.72,SHORT,LIGHT,51,32,62,32
773,978,126.48,LIGHT,LIGHT,52,50,62,32
774,978,126,LIGHT,LIGHT,52,52,62,32

一个人,卢焱,crescent\crescent_402059.xml.bytes,590,1138
fire,1797799
185,68.64,SHORT,18,40
336,68.64,SLIP,25,56
254,67.68,LIGHT,23,0
186,67.44,SHORT,18,48
255,67.2,LIGHT,23,2
fire,2101196
185,336,137.28,SHORT,SLIP,18,40,25,56
186,336,136.08,SHORT,SLIP,18,48,25,56
336,769,135.12,SLIP,SHORT,25,56,51,40
187,336,134.88,SHORT,SLIP,18,56,25,56
254,769,134.16,LIGHT,SHORT,23,0,51,40

Goodbye,Who Is Fancy,crescent\crescent_402090.xml.bytes,474,1214
fire,1712775
1010,77.28,SLIP,62,0
167,77.16,SHORT,22,16
242,76.44,LIGHT,25,0
168,75.96,SHORT,22,24
243,75.96,LIGHT,25,2
fire,2053823
167,1010,154.44,SHORT,SLIP,22,16,62,0
242,1010,153.72,LIGHT,SLIP,25,0,62,0
243,1010,153.24,LIGHT,SLIP,25,2,62,0
168,1010,153.24,SHORT,SLIP,22,24,62,0
244,1010,152.76,LIGHT,SLIP,25,4,62,0

Say Goodbye,周笔畅,crescent\crescent_402119.xml.bytes,910,1794
fire,2405197
1545,83.76,SLIP,81,0
1404,81.12,SLIP,76,0
1455,79.2,SLIP,77,0
1299,78.48,SLIP,73,0
1297,78.48,SHORT,72,32
fire,2752084
1297,1545,162.24,SHORT,SLIP,72,32,81,0
1299,1545,162.24,SLIP,SLIP,73,0,81,0
663,1545,161.52,SLIP,SLIP,41,0,81,0
661,1545,161.52,SHORT,SLIP,40,32,81,0
1298,1545,161.04,SHORT,SLIP,72,48,81,0

一棵会开花的树,谢春花,crescent\crescent_402076.xml.bytes,477,990
fire,1691597
635,57.12,SHORT,63,0
636,55.92,SHORT,63,8
637,54.72,SHORT,63,16
643,54.48,SLIP,64,0
